subclass,zoning,frontage,area,street,alley,shape,contour,utilities,config,slope,neighborhood,cond1,cond2,type,style,qual,cond,built,remo,roof_s,roof_m,ext1,ext2,veneer_t,veneer_a,ext_q,ext_c,foundation,bsmt_q,bsmt_c,bsmt_e,bsmt_t1,bsmt_sf1,bsmt_t2,bsmt_sft,heat,heat_qc,cent_air,electrical,1f_sf,2f_sf,grla_sf,bsmt_fullb,full_b,half_b,bed_abvgr,kit_qual,tot_room_abv,functional,fireplaces,garage_t,garage_fin,garage_cars,garage_a,garage_q,garage_c,paved_dr,wood_dk_sf,open_porch_sf,enclosed_porch,screen porch,pool_sq,month,sale_t,saleprice
160,RM,41.0,2665,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,318.0,Unf,550.0,GasA,TA,Y,SBrkr,925,550,1475,0.0,2,0,4,TA,6,Typ,1,Attchd,Unf,1.0,336.0,TA,TA,Y,92,26,0,0,0,5,WD ,129500
20,RL,80.0,10389,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,No,GLQ,1682.0,Unf,1978.0,GasA,Ex,Y,SBrkr,1978,0,1978,1.0,2,1,3,Gd,8,Typ,1,Attchd,RFn,3.0,850.0,TA,TA,Y,188,25,0,0,0,5,WD ,318000
20,RL,70.0,9658,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1598.0,GasA,Gd,Y,SBrkr,1606,0,1606,0.0,2,0,3,Gd,6,Typ,1,Attchd,RFn,3.0,871.0,TA,TA,Y,230,60,0,0,0,7,WD ,255900
20,RL,79.0,14122,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,1822.0,GasA,Ex,Y,SBrkr,1822,0,1822,0.0,2,0,3,Ex,8,Typ,1,Attchd,RFn,3.0,678.0,TA,TA,Y,0,119,0,0,0,2,WD ,259000
20,RL,0.0,21000,Pave,0,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35.0,Rec,1809.0,GasA,TA,Y,SBrkr,2259,0,2259,1.0,2,0,3,Gd,7,Typ,2,Basment,Unf,2.0,450.0,TA,TA,Y,166,120,192,0,0,10,COD,217000
50,RL,70.0,8737,Pave,0,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,300.0,Unf,1065.0,GasA,Ex,Y,FuseA,915,720,1635,0.0,1,1,3,TA,6,Typ,1,Detchd,Unf,2.0,440.0,TA,TA,Y,0,38,0,0,0,5,WD ,210000
20,RL,0.0,8750,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828.0,Unf,1002.0,GasA,TA,Y,SBrkr,1002,0,1002,1.0,1,0,3,TA,5,Typ,0,Detchd,Unf,2.0,902.0,TA,TA,Y,0,0,0,0,0,8,WD ,148500
60,RL,73.0,8499,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,616.0,GasA,Ex,Y,SBrkr,616,796,1412,0.0,2,1,3,Gd,6,Typ,1,BuiltIn,Fin,2.0,432.0,TA,TA,Y,0,36,0,0,0,3,New,156932
90,RL,72.0,11072,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1728.0,GasA,TA,Y,SBrkr,1728,0,1728,0.0,2,0,6,TA,10,Typ,0,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,11,WD ,145000
20,RL,64.0,6762,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,902.0,Unf,1282.0,GasA,Ex,Y,SBrkr,1290,0,1290,1.0,2,0,2,Gd,6,Typ,1,Attchd,RFn,2.0,662.0,TA,TA,Y,168,0,0,0,0,5,WD ,200000
20,RL,105.0,15431,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1430.0,Unf,1994.0,GasA,Ex,Y,SBrkr,2046,0,2046,1.0,2,1,2,Ex,7,Typ,2,Attchd,Fin,3.0,878.0,TA,TA,Y,188,65,0,175,0,8,WD ,450000
160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381.0,Unf,729.0,GasA,Gd,Y,SBrkr,742,729,1471,0.0,2,1,3,TA,6,Typ,0,Detchd,Unf,2.0,440.0,TA,TA,Y,0,24,0,0,0,3,WD ,172500
60,RL,90.0,10800,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,956.0,Rec,1522.0,GasA,TA,Y,SBrkr,1548,1066,2614,0.0,2,1,4,TA,9,Typ,1,Attchd,RFn,2.0,624.0,TA,TA,Y,38,243,0,0,0,6,WD ,240000
60,FV,102.0,11143,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1580.0,GasA,Ex,Y,SBrkr,1580,886,2466,0.0,3,0,4,Gd,8,Typ,1,Attchd,RFn,2.0,610.0,TA,TA,Y,159,214,0,0,0,12,WD ,340000
20,RL,73.0,8925,Pave,0,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,1466.0,GasA,Ex,Y,SBrkr,1466,0,1466,0.0,2,0,3,Gd,7,Typ,0,Attchd,Fin,3.0,610.0,TA,TA,Y,100,18,0,0,0,7,WD ,201000
20,RL,120.0,10356,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716.0,Unf,969.0,GasA,TA,Y,SBrkr,969,0,969,0.0,1,1,3,TA,5,Typ,0,Attchd,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,1,WD ,122000
20,RL,93.0,12299,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,Plywood,Plywood,Stone,67.0,TA,TA,CBlock,Gd,TA,No,GLQ,1328.0,Unf,1529.0,GasA,TA,Y,SBrkr,1664,0,1664,1.0,2,0,3,Gd,7,Typ,1,Attchd,Fin,2.0,663.0,TA,TA,Y,0,0,0,0,0,9,WD ,213000
20,RL,90.0,9900,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,1173.0,Unf,1680.0,GasA,TA,Y,SBrkr,1691,0,1691,1.0,1,0,2,TA,5,Typ,0,Attchd,Unf,2.0,550.0,Gd,TA,Y,0,67,260,0,0,4,WD ,175000
20,RL,64.0,6762,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664.0,Unf,1208.0,GasA,Ex,Y,SBrkr,1208,0,1208,1.0,2,0,2,Gd,6,Typ,0,Attchd,RFn,2.0,628.0,TA,TA,Y,105,54,0,0,0,9,New,195400
20,RL,75.0,11625,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,TA,TA,CBlock,TA,TA,No,BLQ,527.0,Unf,1052.0,GasA,TA,Y,SBrkr,1052,0,1052,0.0,1,1,3,TA,6,Typ,1,Attchd,Fin,1.0,668.0,TA,TA,Y,0,215,0,0,0,4,WD ,113500
50,RL,65.0,6435,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,972.0,GasA,Gd,Y,SBrkr,972,605,1577,0.0,1,0,3,Fa,6,Typ,1,Detchd,Unf,1.0,312.0,TA,TA,Y,0,0,0,0,0,10,WD ,140200
20,RL,65.0,8450,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,162.0,Rec,882.0,GasA,TA,Y,SBrkr,909,0,909,0.0,1,0,3,TA,5,Typ,0,Attchd,Unf,1.0,294.0,TA,TA,Y,0,155,0,0,0,11,COD,116000
20,RL,88.0,11577,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,382.0,Ex,TA,PConc,Gd,TA,Gd,GLQ,1455.0,Unf,1838.0,GasA,Ex,Y,SBrkr,1838,0,1838,1.0,2,0,3,Ex,9,Typ,1,Attchd,Fin,3.0,682.0,TA,TA,Y,161,225,0,0,0,9,New,359900
60,RL,50.0,8340,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509.0,Unf,675.0,GasA,TA,Y,SBrkr,686,702,1388,0.0,1,1,3,TA,6,Typ,0,Attchd,Unf,1.0,317.0,TA,TA,Y,406,36,0,0,0,12,WD ,157500
20,RL,0.0,10708,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,379.0,BLQ,1617.0,GasA,Ex,Y,FuseA,1867,0,1867,1.0,1,0,2,TA,7,Typ,3,Attchd,Fin,1.0,303.0,TA,TA,Y,476,0,0,142,0,11,COD,190000
30,RM,60.0,6911,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,Unf,1145.0,GasA,TA,Y,SBrkr,1301,0,1301,0.0,1,0,2,Fa,5,Min1,0,Detchd,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,10,WD ,100000
20,RL,80.0,8800,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,Unf,1251.0,GasA,TA,Y,SBrkr,1251,0,1251,1.0,1,0,3,TA,6,Typ,2,Attchd,RFn,1.0,461.0,TA,TA,Y,0,116,0,0,0,3,WD ,160000
20,RL,65.0,10739,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,1259.0,Unf,1431.0,GasA,Ex,Y,SBrkr,1444,0,1444,1.0,2,0,3,Gd,6,Typ,0,Attchd,RFn,2.0,577.0,TA,TA,Y,144,40,0,0,0,4,WD ,203000
60,RL,0.0,9572,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482.0,Unf,1453.0,GasA,Ex,Y,SBrkr,1453,1357,2810,0.0,2,1,4,Gd,9,Typ,1,Attchd,RFn,2.0,750.0,Gd,Gd,Y,500,0,0,0,0,6,WD ,302000
120,RL,50.0,8012,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543.0,BLQ,923.0,GasA,TA,Y,SBrkr,923,0,923,0.0,2,0,2,TA,5,Typ,1,Attchd,RFn,1.0,264.0,TA,TA,Y,80,0,0,0,0,5,WD ,143000
60,RL,66.0,16226,Pave,0,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281.0,Unf,1028.0,GasA,Ex,Y,SBrkr,1210,1242,2452,0.0,2,1,4,Gd,9,Typ,1,BuiltIn,Fin,2.0,683.0,TA,TA,Y,208,50,0,0,0,5,WD ,267000
120,RM,32.0,4500,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.0,Unf,1237.0,GasA,Ex,Y,SBrkr,1337,0,1337,1.0,2,0,2,TA,5,Typ,0,Attchd,Fin,2.0,405.0,TA,TA,Y,0,199,0,0,0,3,WD ,153500
85,RL,0.0,16647,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390.0,Unf,1390.0,GasA,TA,Y,SBrkr,1701,0,1701,1.0,2,0,3,TA,6,Min2,2,Basment,Fin,2.0,611.0,TA,TA,Y,0,0,0,0,0,1,WD ,171000
50,RL,62.0,8707,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1093.0,GasA,TA,N,FuseF,1093,576,1669,0.0,1,1,4,TA,9,Min2,0,Attchd,Unf,1.0,288.0,Fa,TA,Y,0,0,56,0,0,5,WD ,107000
20,RL,66.0,8300,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,86.0,TA,TA,CBlock,TA,TA,Mn,Rec,952.0,Unf,952.0,GasA,Gd,Y,SBrkr,952,0,952,1.0,1,0,3,TA,5,Typ,0,Attchd,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,8,WD ,128500
20,RL,72.0,9770,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,512.0,Unf,922.0,GasA,TA,Y,FuseA,922,0,922,1.0,1,0,2,TA,5,Typ,0,Attchd,Unf,1.0,308.0,TA,TA,Y,0,34,0,0,0,4,WD ,116000
20,RL,80.0,17400,Pave,0,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,936.0,Unf,1126.0,GasA,Fa,Y,SBrkr,1126,0,1126,1.0,2,0,3,TA,5,Typ,1,Attchd,RFn,2.0,484.0,TA,TA,P,295,41,0,0,0,5,WD ,160000
120,RL,39.0,5070,Pave,0,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,1280.0,GasA,Ex,Y,SBrkr,1280,0,1280,0.0,2,0,2,Gd,5,Typ,0,Attchd,RFn,2.0,506.0,TA,TA,Y,0,82,0,144,0,8,WD ,180000
20,RL,66.0,7920,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,CBlock,TA,TA,No,ALQ,81.0,GLQ,914.0,GasA,Ex,Y,SBrkr,914,0,914,0.0,1,0,3,Ex,5,Typ,0,Attchd,RFn,1.0,368.0,TA,Gd,Y,120,0,0,0,0,10,WD ,133000
90,RM,78.0,7020,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,200.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1243.0,Unf,1288.0,GasA,Gd,Y,SBrkr,1368,0,1368,2.0,2,0,2,TA,8,Typ,0,Attchd,Fin,4.0,784.0,TA,TA,Y,0,48,0,0,0,11,WD ,215000
70,RL,0.0,7500,Pave,0,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547.0,Unf,771.0,GasA,Fa,Y,SBrkr,753,741,1494,0.0,1,0,3,Gd,7,Typ,2,Attchd,Unf,1.0,213.0,TA,TA,P,0,0,0,224,0,11,WD ,177500
20,RL,76.0,10612,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,28.0,Unf,1524.0,GasA,Gd,Y,SBrkr,1534,0,1534,0.0,2,0,3,Gd,7,Typ,1,Attchd,Fin,2.0,484.0,TA,TA,Y,168,46,0,0,0,1,WD ,215000
50,RM,51.0,6120,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,273.0,Unf,952.0,GasA,TA,Y,FuseA,994,588,1582,0.0,2,0,3,TA,6,Typ,1,Detchd,Unf,1.0,250.0,Fa,TA,Y,189,0,34,0,0,2,WD ,150000
60,RL,90.0,12376,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470.0,Unf,1673.0,GasA,Gd,Y,SBrkr,1699,1523,3222,1.0,3,0,5,Gd,11,Typ,2,Attchd,Unf,3.0,594.0,TA,TA,Y,367,0,0,0,0,5,WD ,320000
20,RL,100.0,10004,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196.0,BLQ,1516.0,GasA,TA,Y,SBrkr,1516,0,1516,0.0,1,1,3,TA,6,Typ,0,Attchd,RFn,2.0,472.0,TA,TA,Y,0,0,0,152,0,2,WD ,167000
20,RL,103.0,11175,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1316.0,GasA,Ex,Y,SBrkr,1316,0,1316,0.0,2,0,3,Gd,6,Typ,1,Attchd,Fin,2.0,440.0,TA,TA,Y,0,20,0,0,0,10,New,200141
70,RM,50.0,8660,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1900,1993,Gambrel,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,760.0,GasA,Ex,N,SBrkr,928,928,2168,0.0,2,0,5,Gd,11,Typ,0,Detchd,Unf,2.0,576.0,TA,TA,Y,467,160,78,0,0,12,WD ,123000
50,RL,82.0,12375,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,TA,Fa,CBlock,TA,TA,No,BLQ,329.0,Unf,806.0,GasA,TA,Y,SBrkr,1081,341,1422,1.0,1,0,3,TA,7,Typ,1,Detchd,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,6,WD ,137500
20,RL,84.0,8658,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,643.0,Unf,1088.0,GasA,Ex,Y,SBrkr,1324,0,1324,0.0,2,0,3,TA,6,Typ,1,Attchd,RFn,2.0,440.0,TA,TA,Y,0,138,0,0,0,12,WD ,160000
60,RL,0.0,8063,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,924.0,GasA,Ex,Y,SBrkr,948,742,1690,0.0,2,1,3,TA,7,Typ,1,Attchd,RFn,2.0,463.0,TA,TA,Y,100,48,0,0,0,11,WD ,181000
20,RM,49.0,8235,Pave,0,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180.0,Rec,825.0,GasA,TA,Y,SBrkr,825,0,825,1.0,1,0,2,TA,4,Typ,0,Detchd,RFn,2.0,720.0,TA,TA,Y,140,50,0,0,0,6,WD ,125000
60,RL,78.0,11700,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298.0,Unf,727.0,GasA,Ex,Y,SBrkr,829,727,1556,0.0,1,1,4,TA,8,Typ,0,Attchd,Unf,2.0,441.0,TA,TA,Y,0,0,0,0,0,5,WD ,154000
60,RL,74.0,12961,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,944.0,Unf,1152.0,GasA,Ex,Y,SBrkr,1152,645,1797,1.0,2,1,3,Gd,7,Typ,1,Attchd,Fin,2.0,616.0,TA,TA,Y,162,312,0,0,0,3,WD ,231000
20,RL,65.0,8450,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,1056.0,GasA,Ex,Y,SBrkr,1056,0,1056,1.0,1,0,3,TA,6,Typ,1,Attchd,Unf,1.0,304.0,TA,TA,Y,0,85,184,0,0,7,WD ,142000
75,RM,90.0,22950,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0.0,Unf,1107.0,GasA,Ex,Y,SBrkr,1518,1518,3608,0.0,2,1,4,Ex,12,Typ,2,Detchd,Unf,3.0,840.0,Ex,TA,Y,0,260,0,410,0,6,WD ,475000
120,RM,41.0,5748,Pave,0,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,473.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1573.0,Unf,1573.0,GasA,Ex,Y,SBrkr,1778,0,1778,2.0,2,0,2,Ex,5,Typ,1,Attchd,Fin,2.0,495.0,TA,TA,Y,123,53,0,153,0,2,New,375000
20,FV,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,1221.0,GasA,Ex,Y,SBrkr,1221,0,1221,1.0,2,0,2,Gd,6,Typ,0,Attchd,RFn,2.0,400.0,TA,TA,Y,0,113,0,0,0,10,WD ,185000
40,RL,62.0,10042,Pave,0,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,144.0,ALQ,660.0,GasA,TA,Y,SBrkr,740,125,865,1.0,1,0,2,TA,4,Typ,1,Detchd,Unf,1.0,216.0,TA,TA,Y,0,0,84,0,0,8,WD ,108500
